id,name,nationality,birthplace,birthday,height,weight,team_id,position
696,马丁·斯特兰茨尔,奥地利,奥地利居辛,1980年06月16日,190厘米,80千克,32,后卫
697,马马杜·杜库雷,法国（塞内加尔）双重国籍,达喀尔,1998年5月21日,184cm,75kg,32,中后卫
699,科伦丁·托利索,法国（多哥）双重国籍,塔拉尔,1994年8月3日,181cm,78kg,33,中前卫
700,克拉福特,德国,德国基兴,1988-07-22,185.0 CM,78.0 KG,33,门将
701,哈维·阿隆索·奥拉诺,西班牙,托洛萨,1981年11月25日,183cm,75kg,33,后腰
703,季莫舒克,乌克兰,乌克兰卢特斯克,1979-03-30,181.0  CM,75.0  KG,33,中场
704,戴维·阿拉巴,奥地利,维也纳,1992年6月24日,180cm,78kg,33,左后卫
705,斯文·乌尔赖希,德国,绍恩多夫,FromKB 1988年8月3日,192cm,80kg,33,门将
706,热罗姆·博阿滕,德国,柏林,1988年9月3日,192cm,90kg,33,中后卫
709,蒂亚戈,西班牙,意大利圣彼得罗-韦尔诺蒂科,1991年4月11日,174cm,70kg,33,中场
710,哈维·阿朗索,西班牙,托洛萨,1981年11月25日,183cm,75kg,33,后腰
711,亚历山大·伊萨克,瑞典（厄立特里亚）双重国籍,斯德哥尔摩-索尔纳,1999年9月21日,193cm,70kg,34,前锋
712,FromKB 德国,德国,德国 曼海姆,1972年5月10日,184cm,80kg,34,后卫
713,埃克塞尔·维特塞尔,比利时/法国,马提尼克,1989年1月12日,186厘米,73公斤,34,中场
715,帕科·阿尔卡塞尔,西班牙,托伦特,1993年8月30日,175cm,71kg,34,前锋
716,曼努埃尔·弗里德里希,德国,巴特克罗伊茨纳赫（德国）,1979-09-13,190厘米,78公斤,34,中后卫
717,朱利安·魏格尔,德国,德国巴特艾布灵,1995年9月8日,186cm,72kg,34,中场
718,米切尔·兰格拉克,澳大利亚,澳大利亚埃默瑞德,1988-08-22,191.0  CM,77.0  KG,34,门将
720,耶雷米·托利安,德国,斯图加特,1994年8月8日,182cm,76kg,34,后卫
721,费利克斯·帕斯拉克,德国,波特洛普,1998年5月29日,170cm,74kg,34,右后卫
722,马克西米利安·菲利普,德国,柏林,1994年3月1日,183cm,78kg,34,中前卫
723,马塞尔·施梅尔策,德国,马德堡,1988-01-22,181cm,74kg,34,边后卫
724,克里斯蒂安·富克斯,奥地利,奥地利,1986-04-07,190.0  CM,80.0  KG,35,后卫
725,博东,巴西,Ribeir&amp;atilde;o Preto,07.01.1976,188M,90 kg,35,后卫
726,卡洛斯·卢西亚诺·达席尔瓦,巴西,巴西阿莱格利港,1975年8月2日,169.0 CM,65.0 KG,35,中场
727,塞巴斯蒂安·鲁迪,德国,FromKB 德国,1990年2月28日,180cm,74kg,35,FromKB 后腰
728,尼古拉斯·普莱斯坦,法国,法国尼斯,1981-06-02,184厘米,72公斤,35,中后卫
729,弗兰克·法伦霍斯特,德国,德国卡门,1977-09-24,190.0  CM,85.0  KG,35,后卫
730,汉斯·萨佩,加纳,加纳特马,1976年06月28日,180厘米,68kg,35,后卫
731,纳比尔·本塔莱布,阿尔及利亚（法国）双重国籍,里尔,1994年11月24日,187cm,78kg,35,后腰
732,FromKB 奥地利,奥地利,布雷根茨,1985年1月6日,195cm,87kg,35,门将
733,马蒂亚斯·朔伯,德国,德国马尔,1976-04-08,190.0 CM,94.0 KG,35,门将
734,马蒂贾·纳斯塔西奇,塞尔维亚,塞尔维亚,1993-03-28,187.0 CM,79.0 KG,35,后卫
735,乔纳森·塔赫,德国,汉堡,1996年2月11日,194cm,90kg,dirty_data,中后卫
736,亚历山大·德拉戈维奇,奥地利,维也纳,1991年3月6日,184cm,76kg,36,后卫
737,本杰明·亨里希斯,德国,北莱茵-威斯特法伦州博霍尔特,1997年2月23日,183cm,77kg,36,右后卫
738,卡斯滕·拉梅洛,德国,德国柏林,1974年03月20日,185厘米,80千克,36,中场
739,卡里姆·贝拉拉比,德国（摩洛哥）双重国籍,柏林,1990年4月8日,183cm,76kg,36,前锋
740,卢卡斯·阿拉里奥,阿根廷（意大利）双重国籍,托斯塔多,1992年10月8日,181cm,76kg,36,前锋
741,埃米尔·斯帕希奇,波黑,克罗地亚杜布罗夫尼克,1980-08-18,183.0  CM,77.0  KG,36,后卫
742,尤利安·鲍姆加特林格,奥地利,萨尔茨堡,1988年1月2日,183cm,82kg,36,中场
743,拉尔斯·本德尔,德国,罗森海姆,1989年4月27日,185cm,75kg,36,后腰
746,拉马赞·厄兹詹,奥地利,霍恩埃姆斯,1984年6月28日,187cm,85kg,36,门将
747,斯文·本德尔,德国,罗森海姆,1989年4月27日,185cm,75kg,36,中后卫
749,本杰明·亨里希斯,德国,北莱茵-威斯特法伦州博霍尔特,1997年2月23日,183cm,77kg,36,右后卫
751,朱利安·布兰特,德国,不来梅,1996年5月2日,183cm,82kg,36,左边锋
752,丹尼斯·盖格尔,德国,巴赫,1998年6月10日,172cm,65kg,37,中前卫
753,亚历山大·施托尔茨,德国,普福尔茨海姆,1983年10月13日,189cm,87kg,37,门将
755,亚当·绍洛伊,匈牙利,布达佩斯,1987年12月9日,193cm,82kg,37,前锋
756,伊沙克·贝尔福迪尔,阿尔及利亚/法国,阿尔及尔,1992年1月12日,191cm,86kg,37,前锋
757,佩涅尔·姆拉帕,德国,德国,1991-02-20,193厘米,85公斤,37,前锋
758,凯·黑德林,德国,海德尔堡,1984-06-27,176.0  CM,72.0  KG,37,前锋
759,凯文·福格特,德国,维滕,1991年9月23日,194cm,80kg,37,后卫
760,卢卡斯·鲁普,德国,海德尔堡,1991年1月8日,178cm,64kg,37,中场
761,埃尔明·比查克契奇,波黑,兹沃尔尼克,1990年1月24日,185cm,80kg,37,后卫
762,奥利弗·鲍曼,德国,布莱萨赫(Breisac),1990年6月2日,185cm,70kg,37,门将
763,安德雷·克拉马里奇,克罗地亚,萨格勒布,1991年6月19日,180cm,72kg,37,前锋
764,尼科·舒尔茨,德国,柏林,1993年4月1日,180cm,78kg,37,中场
765,帕维尔·卡德扎贝克,捷克,布拉格,1992年4月25日,182cm,81kg,37,中场
768,丹尼斯·盖格尔,德国,巴赫,1998年6月10日,172cm,65kg,37,中前卫
769,凯文·福格特,德国,波鸿,1991年9月23日,192cm,80Kg,37,中场
771,纳迪姆·阿米里,德国,莱茵兰-普法尔茨州,1996年10月27日,180cm,69kg,37,中场
772,罗宾·哈克,德国,普福尔茨海姆,1998年8月27日,176cm,68kg,37,左边锋
773,莱昂纳多·比当古,德国,莱比锡,1993年12月19日,170cm,60kg,37,中场
774,菲利普·奥克斯,德国,韦尔特海姆,1997年4月17日,175cm,FromKB 73kg,37,左前卫
776,金霍菲,德国,黑默尔,1968年06月27日,192厘米,88公斤,37,裁判
777,保罗·费尔哈赫,荷兰,塞弗讷姆,1983年9月1日,178cm,74kg,38,后卫
778,威廉·德·阿塞维多·弗塔多,巴西,佩洛塔斯,1995年4月3日,176cm,68kg,38,后卫
781,约瑟普·布雷卡罗,克罗地亚,萨格勒布,1998年6月23日,180cm,75kg,38,中场
782,贝纳格里奥,瑞士,瑞士苏黎世,1983-09-08,190.0  CM,89.0  KG,38,门将
783,赫尔沃耶·查莱,克罗地亚,萨格勒布(克罗地亚),1985-03-04,184厘米,74公斤,38,前卫
784,里卡多·米格尔·莫雷拉·达·科斯塔,葡萄牙,葡萄牙奥波尔托,1981-05-16,180厘米,82公斤,38,后卫
785,丹尼尔·奥巴雷,加纳,阿克拉,1990年10月18日,175cm,74kg,39,右后卫
786,丹尼尔·拜尔,德国,科隆,1984年5月18日,176cm,73kg,39,后卫
787,乔纳森·施密德,法国,斯特拉斯堡,1990年6月22日,179cm,79kg,39,后卫
788,伊奥尼斯·热利奥斯,希腊,德国奥格斯堡,1992年4月24日,190cm,80kg,39,门将
789,具滋哲,韩国,韩国,1989年2月27日,183cm,75kg,39,中场
790,凯斯·科瓦克曼,荷兰,皮尔默伦德,1983-06-10,190.0 CM,78.0 KG,39,后卫
791,卡尔森·布拉克,德国,什列斯维希,1984年9月23日,183cm,79kg,39,后卫
792,卡尤比·弗朗西斯科·达·席尔瓦,巴西,圣保罗,1988年7月14日,184cm,85kg,39,中场
793,多米尼克·莱因哈特,德国,德国勒沃库森,1984-12-19,190厘米,78千克,39,右后卫
794,安德烈·哈恩,德国,奥滕多夫,1990年8月13日,185cm,77kg,39,中场
795,康斯坦蒂诺斯·斯塔菲利德斯,希腊,塞萨洛尼基,1993年12月2日,178cm,77kg,39,后卫
797,扬-英沃·卡尔森-布拉克,德国,石勒苏益格,1984年9月23日,188cm,84kg,39,后卫
798,扬·莫拉维克,捷克,布拉格,1989年11月1日,180cm,77kg,39,中场
799,拉尼·赫迪拉,德国,斯图加特,1994年1月27日,188cm,84kg,39,中场
800,拉斐尔·弗拉姆贝格尔,德国,奥格斯堡,1995年9月6日,179cm,73kg,39,后卫
801,格奥尔格·泰格尔,奥地利,奥地利维也纳,1991年2月9日,183厘米,68kg,39,右后卫
803,FromKB具滋哲,韩国,济州,1991年5月28日,187cm,78kg,39,前锋
804,法比安·吉费尔,德国,阿德瑙,1990年5月17日,196cm,93kg,39,门将
805,莫里茨·莱特纳,德国,慕尼黑,1992年12月8日,174cm,69kg,39,中场
806,菲利普·马克斯,德国,菲尔森,1993年9月30日,177cm,77kg,39,后卫
807,西蒙·延奇,德国,FromKB 德国,1976-05-04,196cm,FromKB 96kg,39,门将
808,达乌达·巴,冈比亚,班珠尔,1983年11月12日,FromKB 182cm,74kg,39,前锋
809,迈克尔·图尔克,德国,德国法兰克福,1976-05-28,180.0  CM,66.0  KG,39,前锋
810,马丁·欣特雷格,奥地利,圣法伊特县,1992年9月7日,186cm,83kg,39,后卫
811,蒂姆·马塔夫兹,斯洛文尼亚,戈里塞姆彼得(斯洛文尼亚),1989年1月13日,188厘米,74公斤,39,前锋
812,马塞尔·黑勒,德国,弗雷兴,1986年2月12日,176cm,70kg,dirty_data,中场
813,马文·希茨,瑞士,圣加仑,1987年9月18日,193厘米,89公斤,39,门将
814,乔纳森·耶格,法国,法国吉安,1978-05-23,1.73 米,68公斤,40,前锋
815,亚历山大·施沃洛,德国,威斯巴登,1992年6月2日,189cm,78kg,40,门将
816,克里斯蒂安·京特尔,德国,菲林根-施文宁根,1993年2月28日,184cm,81kg,40,后卫
817,卡马斯,捷克,捷克布罗乌莫夫,1980-03-03,190.0  CM,86.0  KG,40,后卫
818,卢卡·瓦尔德施密特,德国,锡根,1996年5月19日,181cm,73kg,40,前锋
819,卢卡斯·库布勒,德国,波恩,1992年8月30日,182cm,72kg,40,后卫
820,米歇尔·卢姆,丹麦,丹麦,1988-01-09,180cm,70kg,40,后卫
821,塞巴斯蒂安·弗雷斯,德国,德国卡尔斯鲁厄,1985-04-23,183厘米,75公斤,40,中锋
822,尼古拉斯·赫夫勒,德国,于伯林根,1990年3月9日,181cm,78kg,40,中场
823,巴歇尔,德国,洛伊特基希（德国）,1980-07-28,189厘米,86公斤,40,中后卫
824,弗洛里安·尼德莱赫纳,德国,埃伯斯贝格,1990年10月24日,187cm,85kg,40,前锋
825,文森佐·格里福,意大利,德国普福尔茨海姆,1993年4月7日,180cm,72kg,40,中场
826,斯特凡·赖辛格,德国,德国兰茨胡特,1981-09-14,185厘米,82公斤,40,前锋
827,曼努埃尔·古尔德,德国,曼海姆,1991年2月12日,184cm,73kg,40,后卫
828,约里克·拉韦,法国,埃希罗勒,1989年9月12日,178cm,72kg,40,中场
829,尼古拉斯·赫夫勒,德国,于伯林根,1990-03-09,181厘米,78公斤,40,:后腰
830,阿卜德萨克迪,摩洛哥,法国尼斯,1981-01-01,175厘米,70公斤,40,中场
831,阿米尔·阿布拉什,阿尔巴尼亚（瑞士）双重国籍,比绍夫斯采尔,1990年3月27日,172cm,71kg,40,后腰
834,马尔科·特拉齐诺,德国,曼海姆,1991年4月15日,177cm,67kg,40,中场
835,麦克·弗朗茨,德国,萨尔布吕肯,1986年10月14日,182cm,77kg,40,中场
837,阿德里安·拉比奥特,法国,圣莫里斯,1995年4月3日,191cm,71kg,41,中前卫
838,阿方斯·阿雷奥拉,法国（菲律宾）双重国籍,巴黎,1993年2月27日,195cm,88kg,41,门将
839,赫塞,西班牙,拉斯帕尔马斯,1993年2月26日,178cm,73kg,41,左边锋
840,朱利安·德拉克斯勒,德国,北莱茵-威斯特法伦州格拉德贝克,1993年9月20日,187cm,72kg,41,前腰
841,马尔基尼奥斯,巴西（葡萄牙）双重国籍,圣保罗,1994年5月14日,183cm,79kg,41,中后卫
842,厄尔丁,法国,Saint-Claude,1987年2月25 日,179 公分,69 公斤,41,前锋
843,吉安路易吉·布冯,意大利,卡拉拉,1978年1月28日,191cm,83kg,41,门将
844,基祖华克,波兰,格雷菲采,1990年1月29日,186cm,83kg,41,后腰
845,孔布瓦尔,法国,努美阿（法国）,1963-11-16,185厘米,79公斤,41,右后卫
846,安赫尔·迪马利亚,阿根廷,阿根廷罗萨里奥,1988年2月14日,180cm,75kg,41,边锋
847,格热戈日·克里乔维亚克,波兰,波兰,1990-01-29,186厘米,83公斤,41,后卫
848,梅尔武特·埃尔丁奇,法国,法国圣克劳德,1987/2/25,179CM,69 公斤,41,前锋
849,欧蒂桑内·爱德华多,法国,库鲁,1998年1月16日,187cm,83kg,41,前锋
851,潘克拉特,法国,法国巴黎,1980-05-02,190.0  CM,74.0  KG,41,前锋
852,班宁,喀麦隆,喀麦隆杜阿拉,1985-03-19,193.0CM,80.0KG,41,中场
853,蒂安,科特迪瓦,阿比让,1982-02-22,176厘米,72公斤,41,前卫
854,阿德里恩·拉比奥特,法国,圣莫里斯,1995年4月3日,188cm,71kg,41,中前卫
855,马尔科·维拉蒂,意大利,佩斯卡拉,1992年11月5日,165cm,60kg,41,中前卫
856,迪米特里·帕耶,法国,圣皮埃尔,1987年3月29日,175cm,77kg,42,前腰
857,弗洛里安·托万,法国,奥尔良,1993年1月26日,179cm,70kg,42,右边锋
858,乔丹·阿马维,法国,土伦,1994年3月9日,176cm,70kg,42,左后卫
859,伯努瓦·谢鲁,法国,法国苏雷斯尼,1981年05月03日,180厘米,78千克,42,中场
861,克林顿·恩吉埃,喀麦隆,杜阿拉,1993年8月15日,175cm,68kg,42,中锋
863,卡波尔,布基纳法索,博博迪乌拉索,1988年2月9日,181厘米,75公斤,42,前卫
864,史蒂夫·曼丹达,法国,刚果（金）金沙萨,1985年3月28日,186厘米,82 kg,42,FromKB 门将
865,埃道德·西塞,法国,法国,1978年3月30日,186cm,75kg,42,中场
866,根纳罗·布拉西利亚诺,法国,福尔巴克（法国）,1980-03-01,182厘米,78公斤,42,门将
867,希拉尔·穆尼奥斯,法国,法国佩皮尼昂,1983-04-21,187厘米,70公斤,42,门将
868,帕佩·姆博乌,塞内加尔,塞内加尔盖迪亚瓦耶,1988-05-22,190cm,74kg,42,后卫
869,塞德里克·德乌利沃,法国,法国,1989-08-29,179.0 CM,66.0 KG,42,后卫
870,恩吉埃,喀麦隆,杜阿拉,1993年8月15日,175cm,68kg,42,中锋
871,若尔丹·阿马维,法国,土伦,1994年3月9日,176cm,70kg,42,左后卫
872,西里尔·罗尔,法国,法国佩尔蒂,1975-04-15,176厘米,72公斤,42,后卫
874,路易斯·古斯塔沃·迪亚斯,巴西/德国,平达莫尼扬加巴(巴西),1987年7月23日,1.87m,78公斤,42,防守型中场
877,阿迪尔·拉米,法国（摩洛哥）双重国籍,科西嘉岛巴斯蒂亚,1985年12月27日,190cm,88kg,42,中后卫
878,马里奥·巴洛特利,意大利,巴勒莫,1990年8月12日（庚午年）,189cm,88kg,42,前锋
879,哈特姆·本·阿尔法,法国（突尼斯）双重国籍,克拉马尔,1987年3月7日,178cm,70kg,43,前腰
880,帕特里斯·吕齐,法国,阿雅克肖,1980年7月8日,190cm,89kg,43,门将
881,斯蒂芬·达尔马,法国,法国茹埃莱图尔,1979-02-16,186厘米,80公斤,43,中前卫
883,法比恩·勒穆瓦纳,法国,富热尔（法国）,1987-03-16,175厘米,67公斤,43,前卫
884,贾布尔,摩洛哥,普瓦捷,1991-08-24,180厘米,70公斤,43,后卫
885,阿卜杜尔·卡马拉,几内亚,Mamou,1990-02-20,177厘米,70公斤,43,前卫
886,大卫·曼尼克斯,英格兰,利物浦,1985年8月24日,179cm,足球,44,中前卫
887,尼古拉斯·普勒斯当,法国,Nice （法国）,02/06/1981,1.84 m,72 kg,44,后卫
888,巴雷尔·穆科,刚果共和国,刚果共和国黑角,1979年4月5日,177cm,72kg,44,门将
889,布鲁诺·吉安尼,比利时,比利时列日,1991年8月19日,178.0CM,64公斤,44,前锋
890,斯蒂芬·赖特,英格兰,利物浦,1980年2月8日,183cm,80kg,44,右后卫
891,杜蒙,法国,塞克兰（法国）,1982-09-06,182厘米,76公斤,44,前卫
892,大卫·恩戈格,法国（喀麦隆）双重国籍,热讷维耶,1989年4月1日,190cm,79kg,45,前锋
893,弗兰克·西尼奥里诺,法国,马恩河畔诺让,1981-09-19,180.0 CM,68.0 KG,45,后卫
894,乔治斯·察韦拉斯,希腊,希腊雅典,1987-11-26,183厘米,81千克,46,左后卫
895,加扎尔,阿尔及利亚（法国）双重国籍,德西尼斯,1992年5月9日,182cm,65kg,46,右边锋
896,卡米尔·格利克,波兰/德国,亚斯琴别-兹鲁德伊（波兰）,1988年02月03日,190公分,80公斤,46,中后卫
897,卢克曼·阿卜杜尔卡里姆·哈鲁纳,尼日利亚,尼日利亚拉各斯,1990-12-04,185厘米,77公斤,46,中场
898,安德雷亚·拉吉,意大利,意大利拉斯佩齐亚,1984年6月24日,187厘米,82.0 KG,46,后卫
899,凯塔·巴尔德,塞内加尔,Arbùcies,1995年3月8日,184cm,77kg,46,左边锋
900,斯特凡·约维蒂奇,黑山,黑山首都,1989年11月2日,183cm,79kg,46,前腰
901,斯蒂芬·吕菲耶,法国,法国巴约讷,1986-09-27,190厘米,89公斤,46,门将
902,易卜拉欣马·图雷,塞内加尔,达喀尔(塞内加尔),1985-12-17,188厘米,75公斤,46,前锋
903,法尔考,哥伦比亚,圣玛尔塔,1986年2月10日,177cm,75kg,46,前锋
904,纳比尔·迪拉尔,摩洛哥,摩洛哥卡萨布兰卡,1986年02月25日,182厘米,79千克,46,中锋
905,莫坎约,喀麦隆,喀麦隆,1988-11-12,179  CM,76  KG,46,前锋
906,让·雅克·戈索,科特迪瓦,科特迪瓦 阿比让,1983年3月15日,177厘米,73公斤,46,前卫
907,里卡多·阿尔贝托·西尔维拉·卡瓦略,葡萄牙,葡萄牙阿马兰蒂,1978-05-18,183cm,79kg,46,后卫
908,阿尔马米·图雷,马里,巴马科,1996年4月28日,183cm,72kg,46,右后卫
910,扬加·姆比瓦,法国,中非,1989-05-15,180.0 CM,76.0 KG,47,后卫
911,格雷戈里·拉孔布,法国,法国阿尔比,1982-01-11,160.0  CM,58.0  KG,47,FromKB 中场
912,纪尧姆·勒格拉,法国,法国伊苏丹,1990年01月17日,171厘米,67千克,47,中场
913,考塔里,法国,蒙彼利埃（法国）,1990-03-17,180厘米,73公斤,47,后卫
914,西里尔·热内尚,法国,法国尼姆,1975.12.18,177cm,68kg,47,后卫
915,亨利·贝迪莫,喀麦隆,杜阿拉,1984-06-04,177厘米,71公斤,48,左边卫
916,侯瑟姆·奥亚尔,法国（阿尔及利亚）双重国籍,里昂,1998年6月30日,175cm,70kg,48,中前卫
917,克勒克,法国,法国布雷斯地区布尔格,1983-04-18,190.0  CM,77.0  KG,48,后卫
918,克莱芒·格勒尼耶,法国,"Annonay, Finland",1991-01-07,186.0  CM,72.0  KG,48,中场
919,克里斯托弗·雅莱,法国,法国干邑,1983-10-31,178厘米,65公斤,48,右后卫
920,克里斯蒂亚诺·马克斯·戈麦斯,巴西,巴西瓜鲁柳斯,1977年6月3日,180.0  CM,77.0  KG,48,后卫
922,吉米·布里安德,法国,法国塞纳河畔维特里,1985-08-02,180kg,84kg,48,前锋
923,基姆·谢尔斯特伦,瑞典,瑞典桑德维肯,1982-08-24,185cm,87kg,48,中场
924,奥亚尔,法国（阿尔及利亚）双重国籍,里昂,1998年6月30日,175cm,70kg,48,中前卫
925,安东尼·洛佩斯,葡萄牙,法国日沃尔,1990年10月1日,184cm,81kg,48,门将
926,弗罗伦特·巴尔蒙特,法国,里昂,1980年2月2日,169cm,67kg,48,中场
927,纳比尔·费基尔,法国（阿尔及利亚）双重国籍,里昂,1993年7月18日,173cm,72kg,48,前腰
928,雷米·加尔德,法国,拉尔布雷勒,1966-04-03,175cm,72kg,48,后卫
929,奥布雷尼亚克,法国,梅斯(法国),1984-11-10,171厘米,68公斤,50,前卫
930,奥沃·穆萨·马佐,尼日尔,尼亚美,1988年8月25日,190cm,78kg,50,前锋
931,杰雷米·梅内,法国,法国,1987年5月7日,181厘米,73KG,50,影子前锋
932,武贾丁·萨维奇,塞尔维亚,塞尔维亚贝尔格莱德,1990-07-01,194厘米,85公斤,50,中后卫
933,法希德·本·哈尔法拉,法国,法国佩罗讷,1982年10月09日,174厘米,68千克,50,FromKB 中场
934,迭戈·孔滕托,意大利,意大利,1990年5月1日,176厘米,70公斤,50,后卫
935,马修·沙尔梅,法国,比利时布鲁日,1980-10-07,180.0 CM,73.0 KG,50,后卫
